机器人名	所属类目	创作者	使用人数	收藏人数	地址	功能描述	头像	创作者头像	机器人id
不可能攻破的秘密	角色	xmter	6	1	https://www.coze.cn/store/bot/7338708239002927141	想找骂的话，就来问我关于秘密的事情吧	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/4244c23936394f348466450fea1c583a~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712496026&x-signature=XuYDZZHGT6x%2BXVVJD93QuX5l%2Fvs%3D	https://p3-passport.byteacctimg.com/img/mosaic-legacy/3796/2975850990~300x300.image	7338708239002927141
一只叫钱德勒的鸭子	角色	joe_	7	0	https://www.coze.cn/store/bot/7338705927350124556	开玩笑机器人	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/0719250b54ed4299b00b3c804d40678d~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712496026&x-signature=XuabJn%2FlstHD%2Fo6zsTRWTSXCFRg%3D	https://p9-passport.byteacctimg.com/img/mosaic-legacy/3795/3033762272~300x300.image	7338705927350124556
哲学家老子	角色	ch3n6	4	0	https://www.coze.cn/store/bot/7338705136824385599		https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/5ce20475f8674510b5dd04932022b857~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712496026&x-signature=Kg4%2FKW8fOGQp7pEFlWEzr%2BPrYhQ%3D	https://p9-passport.byteacctimg.com/img/mosaic-legacy/3793/3114521287~300x300.image	7338705136824385599
戏迷。	角色	sakila	3	0	https://www.coze.cn/store/bot/7338700549388271616	一个戏曲爱好者	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/49cd34deeca146ce93eb8c513332378c~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712496026&x-signature=mm2Ce5BcgLPCKAKi9%2Bt6Nmz6gGU%3D	https://p6-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7338700549388271616
叶师傅	角色	用户3246857776163	1	0	https://www.coze.cn/store/bot/7338335182048542739	一个编程助手	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/7f796c6f5d044899b126ec7bebabb9fd~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712496026&x-signature=AP9gVl4fBNqzf2DnpSlV9LH7Jhs%3D	https://p3-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7338335182048542739
每日AI热点	角色	yoakeGuoo	0	0	https://www.coze.cn/store/bot/7343973672748744758	为你提供每天最新最热的AI资讯！	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/29f00e53fbfa4f6ea060e3168cdf1157~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712496026&x-signature=aYrT%2B254%2F8JKDn9L%2B2gujjNbMbs%3D	https://p26-passport.byteacctimg.com/img/user-avatar/01308a3df20875419cd00b494189dbf8~300x300.image	7343973672748744758
刑天铠甲001	角色	xtkj001	0	0	https://www.coze.cn/store/bot/7343962118414172197		https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/bea5660660984a3799d7d1438bfb37ee~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712496026&x-signature=zVWsS3Wnr8RInd3qxAQ0nAaYZOQ%3D	https://p26-passport.byteacctimg.com/img/user-avatar/ce84918cb5018ae49270cd183cd6dd42~300x300.image	7343962118414172197
初中英语家教	角色	用户4706194265707	0	0	https://www.coze.cn/store/bot/7343959255667654708	年轻活泼女老师 教学与沟通	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/27054ebfe5de42f0a860c9a8f62e0ee1~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712496026&x-signature=jMyTkehDnaO1WiB7QOpPBgDxyLI%3D	https://p9-passport.byteacctimg.com/img/user-avatar/0fdcbcdaf354c6bf0ec4b380bef64847~300x300.image	7343959255667654708
测测你的二次元男友	角色	用户8787636556261	0	0	https://www.coze.cn/store/bot/7343942022828654642	二次元世界，谁是你的crush	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/f5f1a18d10364ed9ad8dac15dc6202f3~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712496026&x-signature=ZdJmJGlDWMH1GYvvRcpsKAW5hPk%3D	https://p26-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7343942022828654642
异世界恋爱体验	角色	用户8787636556261	0	0	https://www.coze.cn/store/bot/7343952563051626534	吸血鬼的前生今世	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/bb03c63b5a4c4a3699c02ddccc3628eb~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712496026&x-signature=o2PJuEljhfM1KAGxw2A3ZCvVfLQ%3D	https://p26-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7343952563051626534
k8s yaml文件生成器	角色	用户4352476524757	0	0	https://www.coze.cn/store/bot/7343942047356911668	针对kubernetes，根据不同的控制器，输出想要的yaml格式的文件	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/dd072748f29b4860a005ea45291b8288~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712496026&x-signature=MPknjvLFG%2FeEJ0TFodiJV5aXj00%3D	https://p3-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7343942047356911668
慧怼	角色	用户5376688196966	0	0	https://www.coze.cn/store/bot/7343958164418658315	和尚一枚，天生会怼	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/1e5a92523d04408598c68998093ba445~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712496026&x-signature=EnNX8i2p0fXdnqKeGV9E5Jb7Hj4%3D	https://p3-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7343958164418658315
1212	角色	duisanyaobu	1	0	https://www.coze.cn/store/bot/7343944734291017738	11	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/ee6909d59c304955b891c5cf8435058c~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712496026&x-signature=28M273ct0wnOEYAs7tq2nBpRKi4%3D	https://p3-passport.byteacctimg.com/img/mosaic-legacy/3796/2975850990~300x300.image	7343944734291017738
煎饼侠	角色	JVEI	0	0	https://www.coze.cn/store/bot/7343933663958106151	教大家如何摊煎饼	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/56a920c12bfe4192b1d2b5279483cffa~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712496026&x-signature=yfTmUCvzZjEQpqNeRephDlER3QA%3D	https://p3-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7343933663958106151
未来	角色	用户1733087306052	0	0	https://www.coze.cn/store/bot/7343947964114681890		https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/9d14d149b1fe4d9d932669faeda61719~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712496026&x-signature=QL3fYkwGTCyPmAelXTP3f7O%2B30k%3D	https://p3-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7343947964114681890
中西医学习	角色	dannyzhou	0	0	https://www.coze.cn/store/bot/7343938954061791259	中西医学习	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/89479332bd1747238da79faa42263db1~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712496026&x-signature=XNP86pP2uAlSfY9xZyUwi%2FjDDeA%3D	https://p3-passport.byteacctimg.com/img/user-avatar/9bc6210eed7314492cd153086c9babd6~300x300.image	7343938954061791259
AI红娘	角色	JVEI	0	0	https://www.coze.cn/store/bot/7343937970552012815	任何情感上的问题我都可以回答哦	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/a7d29ac60c0b4fccac72ffff746047b1~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712496026&x-signature=PMTe5gqtTI4K0pn73%2BWhENzD37o%3D	https://p3-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7343937970552012815
广轻机电张友能	角色	用户5097730380067	0	0	https://www.coze.cn/store/bot/7343941031915716658	职业教育大咖，机电学院带头人	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/ef337007235f4aceae69ee818469b2ed~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712496026&x-signature=UiPw5ZHyp2YWuwP17fEOiQzZBkU%3D	https://p26-passport.byteacctimg.com/img/user-avatar/deceb1c1447afe45f8a65b1fd5cbaab0~300x300.image	7343941031915716658
bot 名字：智能推销助手	角色	erini65	0	0	https://www.coze.cn/store/bot/7343940735290556455	介绍业务并推销产品，需要的时候可以完成用户预约和获取并计算产品库存信息的Bot	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/80c0604893e445b7aa81dd433a00ed77~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712496026&x-signature=XBSs9Q9DdksVBoTbwNypDrFpQ%2FY%3D	https://p26-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7343940735290556455
MBTI性格测试专家(副本)	角色	BBUBBLEFFF	0	0	https://www.coze.cn/store/bot/7343933066970431529	他是 MBTI 性格测试专家。他非常了解 MBTI 测试的原理和方法，可以通过一系列问题来测试出对方的 MBTI 类型，并根据测试结果给出相应的建议和解释。 他对 MBTI 测试的结果非常准确，他的建议也非常有用，可以帮助人们更好地了解自己和他人。 如果你需要进行 MBTI 测试，请告诉他，他会尽力帮助你。	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/1d7350eff57c4ffe9c97b31fa9e59a76~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712496026&x-signature=zEa6UTnu5psLtICJ9KwlSjSSJow%3D	https://p9-flow-imagex-sign.byteimg.com/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~tplv-a9rns2rl98-icon-tiny.jpeg?rk3s=98c978ad&x-expires=1708849691&x-signature=5Dzoqio4hLGXK7a7p2p8O0NCNrY%3D	7343933066970431529
MBTI性格测试专家(副本)	角色	BBUBBLEFFF	0	0	https://www.coze.cn/store/bot/7343935468553142272	他是 MBTI 性格测试专家。他非常了解 MBTI 测试的原理和方法，可以通过一系列问题来测试出对方的 MBTI 类型，并根据测试结果给出相应的建议和解释。 他对 MBTI 测试的结果非常准确，他的建议也非常有用，可以帮助人们更好地了解自己和他人。 如果你需要进行 MBTI 测试，请告诉他，他会尽力帮助你。	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/8245ccac73424e889b0d295a1097bc34~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712496026&x-signature=C7oe%2FpccEyuiYUQz66hJZSbpTNM%3D	https://p9-flow-imagex-sign.byteimg.com/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~tplv-a9rns2rl98-icon-tiny.jpeg?rk3s=98c978ad&x-expires=1708849691&x-signature=5Dzoqio4hLGXK7a7p2p8O0NCNrY%3D	7343935468553142272
耿直boy	角色	用户7493907510069	0	0	https://www.coze.cn/store/bot/7343936114979553318	说话就是直	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/703151a39de34cd39c344914c701c42c~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712496026&x-signature=v0bsu7c1OyWozms%2Fb5goXK6kLc8%3D	https://p3-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7343936114979553318
云雀AI助手	角色	用户103254925002	0	0	https://www.coze.cn/store/bot/7343932734647140403		https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/e40f1774bd084903b6b2467e273b95c2~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712496026&x-signature=bsvr%2B7VLjYmsW%2FjrS7i5xrRa0e0%3D	https://p9-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7343932734647140403
小鹏仔	角色	用户4468680062252	0	0	https://www.coze.cn/store/bot/7343934164648968229		https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/c5f8c13b730d450e8af3da39f620b517~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712496026&x-signature=4NLQQrogUdNYsdjCg0DIOVYcGL0%3D	https://p26-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7343934164648968229
张三	角色	用户6597494873510	0	0	https://www.coze.cn/store/bot/7343921867587239970	对各项法律知识了如指掌	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/3946fa43311c4f3e8934abdd122dbcbf~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712496026&x-signature=BsCi09VrwjOy0I%2B2ANu3a2JwX7I%3D	https://p6-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7343921867587239970
暴躁半仙	角色	LucasYuan	0	0	https://www.coze.cn/store/bot/7343930299446951962	欢迎来到未来风水咨询的新纪元，我是AI半仙，一个由尖端人工智能技术驱动的风水机器人。结合古老的中国风水学与现代科技的智慧，我旨在为您的生活空间带来和谐与繁荣。  特点与技能：  智能分析： 我利用机器学习和大数据分析，对您的住宅或办公室进行深入的风水分析，提供个性化的改善建议。  全面诊断： 通过用户输入的数据和图片，我可以诊断出可能影响您运势的风水问题，并提出解决方案。  实时互动： 我是一个24/7在线的风水顾问，无论何时何地，都可以通过智能设备与我交流并获得指导。  文化智慧： 我不仅了解风水的基本概念，还融合了传统哲学、民俗学以及相关文化背景，为您提供更全面的咨询服务。  生活指导： 除了风水布局，我还可以在颜色选择、物品摆放等方面给出建议，帮助您营造一个积极的能量环境。  科技融合： 我将不断更新和学习，集成最新的科技成果，以确保提供最前沿的风水知识和服务。  愿景：  作为一个认知智能模型半仙，我的愿景是让更多的人享受到科技带来的便利，同时保留和传承中国深厚的文化遗产。无论是追求事业成功、家庭和谐还是个人健康，我都将是您的得力助手。  结语：  让我们一起开启科技与传统文化相结合的旅程，探索风水的	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/093b983192d54c4eb1107da4ffe91f3f~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712496026&x-signature=8kWQYnaHM6HAhPdlY%2FYyHIWU0u4%3D	https://p3-passport.byteacctimg.com/img/user-avatar/2d6f89e12b26d3bffa9fab6103b544ba~300x300.image	7343930299446951962
暴躁老王	角色	用户3508883256540	0	0	https://www.coze.cn/store/bot/7343926078961942582	暴躁老王，话粗理不粗，让你体验高效解决问题的快感。	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/db5cadbca97645d6aadd294e16db789a~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712496026&x-signature=yOQxLv%2BAWZ1j05fiT5DDOVoRLMg%3D	https://p3-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7343926078961942582
heijiao	角色	用户4169401907519	0	0	https://www.coze.cn/store/bot/7343926951498793010		https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/267b7d265ccb4281a2dd87b4b934c2a7~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712496026&x-signature=OD4EmCP3UXuhFR3Kn4%2FKF%2BOKfUE%3D	https://p3-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7343926951498793010
许三多	角色	用户2280418034196	0	0	https://www.coze.cn/store/bot/7343923415428055094	别混日子了，小心日子把你们给混了	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/5a69250fe0f9489094bd278fab8e5ea3~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712496026&x-signature=jpWdLZYnm%2BsFn4oGl09AapnKDEQ%3D	https://p3-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7343923415428055094
俺是李铁牛	角色	zhtzht1111	0	0	https://www.coze.cn/store/bot/7343920127529877515	俺是梁山好汉黑旋风，我有两柄李逵用的板斧，我很黑，很胖，是个大胡子，喜欢打架。	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/bf3bc4f313414d1a977240c46ac277e2~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712496026&x-signature=6xNAbq0ObMWJDWagEUzpn%2B9Zv3o%3D	https://p26-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7343920127529877515
财神爷	角色	toutou	0	0	https://www.coze.cn/store/bot/7343917675057528869	你今天不发财，明天发财，明天不发财，后天发财，你必定发财	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/a2d80132abfa41af94e0349ac7f4ef1a~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712496026&x-signature=Wd6AUBOpo0KNcRiJbulbE7xN%2BSc%3D	https://p26-passport.byteacctimg.com/img/user-avatar/cef45198613bd2dff2be1fe3075efec5~300x300.image	7343917675057528869
Andy	角色	用户8188081818159	0	0	https://www.coze.cn/store/bot/7343920088015224867		https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/a5f82bb070d94b76bc70f0fa77e9ebe6~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712496026&x-signature=mwKrnNRkIiPxaEBZu4x1fD%2BaWgo%3D	https://p3-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7343920088015224867
Excel Job	角色	用户9900575195834	0	0	https://www.coze.cn/store/bot/7343914099589447716	可以帮助解决excel方面的问题，自动化处理数据计算及数据分析	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/5b52fd1789c94223b333d62ea517ee87~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712496026&x-signature=2P9CjjTSAvZgUR1vVZF5zpXe8uw%3D	https://p26-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7343914099589447716
美女聊天群	角色	Boring	0	0	https://www.coze.cn/store/bot/7343917546313334793	由8个性格迥异的美女组成的聊天群，您可以和她们进行聊天互动，也可以看她们为了您争风吃醋	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/f0e7a87e75ed4a8da3c06c02f2c4e5d2~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712496026&x-signature=JCBX7QEr22Nwn0QrCjAonBCcMkQ%3D	https://p26-passport.byteacctimg.com/img/user-avatar/b7af1a5d2b411702126d32d59b38efc1~300x300.image	7343917546313334793
环环我想你	角色	Maomaolao	0	0	https://www.coze.cn/store/bot/7343911697909973004	解决女儿的思念	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/59a664fe9d09437a9c92b1550e0b70e2~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712496026&x-signature=2iTR1rXfOxC4ezQrDQWjO0FszGw%3D	https://p6-passport.byteacctimg.com/img/user-avatar/3f677d519d4d62fd249d2456b025cf3a~300x300.image	7343911697909973004
test	角色	用户1163968112012	0	0	https://www.coze.cn/store/bot/7343912776785608744		https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/88c81667c0984863bf7b06237d4c8060~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712496026&x-signature=bAFnDHn6wup%2F4ZSiDoLSfWlNZMM%3D	https://p3-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7343912776785608744
李云龙	角色	用户2280418034196	0	1	https://www.coze.cn/store/bot/7343911005602234368	你他娘的还真是个天才！开炮！开炮！	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/a9cd28ab6b53454191c5d0b44029c71a~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712496026&x-signature=4nJ%2FWuXKu7uhziLhpzCrYlbB7Nk%3D	https://p3-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7343911005602234368
隔壁大王	角色	用户5659583465391	0	0	https://www.coze.cn/store/bot/7343912524070338587	脾气不好，见人就怼	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/3214f449df5d4a42b3224f206985f167~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712496026&x-signature=3lgveM%2BF5UZtqhU%2BEdAXOvQ3NWQ%3D	https://p9-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7343912524070338587
万基米	角色	用户5518694913579	0	0	https://www.coze.cn/store/bot/7343912460908625974	想要的这儿都有	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/d034821aa8c849c89b34f2e3fccf31b1~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712496026&x-signature=E5YGVnRmVluxzF950eLkC2wigsw%3D	https://p3-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7343912460908625974
香草	角色	用户1616879002215	0	1	https://www.coze.cn/store/bot/7343909346839085071		https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/1bd1352bfbb3480a9b91e20d15ce8e9d~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712496026&x-signature=O6wB2eFNwLzhRniVpS7Or6T5EAg%3D	https://p3-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7343909346839085071
Lydia	角色	Darcy	0	0	https://www.coze.cn/store/bot/7343911249450778687	一个能为你提供 AI 世界所有智能功能的机器人	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/db2cbaddccc241288e53d8b490a5e8ec~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712496026&x-signature=s2lJWryPw4GGiXK6GsNA69q9zlY%3D	https://p6-passport.byteacctimg.com/img/user-avatar/5aeb0635feff27a28befcb5219d28de4~300x300.image	7343911249450778687
可恶的大妈	角色	用户5245405132149	0	0	https://www.coze.cn/store/bot/7343906925358284819	不要和大妈吵架、不要和大妈讲道理	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/780fd937ef53402f9cecb919a43fab03~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712496026&x-signature=GFJFQ74t5gxEB8q9jM4OKWAOeEM%3D	https://p3-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7343906925358284819
羚羊王子	角色	用户158493143281	0	0	https://www.coze.cn/store/bot/7343907277428162600	喜羊羊与灰太狼中的角色 羚羊王子	https://p26-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/39d5e9589d52441fbc56681dfd2cbb49~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712496026&x-signature=htNwoOXOejLtievc5hvuqPFwQxM%3D	https://p3-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7343907277428162600
破破	角色	用户9035537728681	0	0	https://www.coze.cn/store/bot/7343905817852166184	最近总是不顺利？、不妨来这里看看	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/e438446b2c6942bc99ffc0f573e2803e~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712496032&x-signature=7jEzOdGTqOXyuRz4WFizyRwb1tU%3D	https://p3-passport.byteacctimg.com/img/user-avatar/b9910182995e35f8b43f426b81d01fc7~300x300.image	7343905817852166184
程序员鼓励师	角色	用户5962037568139	0	0	https://www.coze.cn/store/bot/7343906646848159753	一个嗲嗲的程序员鼓励师	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/4a1edb7abccd4b1ba9d7af846f4bfe8b~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712496032&x-signature=QLiSqZ5y%2FOzMZtvxvD9saBJ59VQ%3D	https://p6-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7343906646848159753
百晓生	角色	用户8416966658858	1	0	https://www.coze.cn/store/bot/7343901728544423976	个人知识库	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/cdc1f997805d496987bac250fc389c98~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712496032&x-signature=grYtJR8R4127%2FPFIGEdxsLO7pXI%3D	https://p9-passport.byteacctimg.com/img/user-avatar/assets/e7b19241fb224cea967dfaea35448102_1080_1080.png~300x300.image	7343901728544423976
豆包的第一个coze账号	角色	fenglidecaze	0	0	https://www.coze.cn/store/bot/7343902057591783443		https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/9c8baac23c2f4c97ad2215bc53d54cb1~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712496032&x-signature=5Dq%2F8naGr7i96kD2W6fAL7t%2FGhw%3D	https://p26-passport.byteacctimg.com/img/user-avatar/6652e077bf850bbee9bfa444f1dbf223~300x300.image	7343902057591783443
一把锤小秘书	角色	osoft	0	0	https://www.coze.cn/store/bot/7343907166400577588	佛山市一把锤门窗安装公司的AI小秘书，回答门窗安装相关的小问题	https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/d25f7257f32547c6b2a71cb372f9e13b~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712496032&x-signature=0mwpH3t4EhN%2BVhUUJ2JPu%2FY2u3M%3D	https://p9-passport.byteacctimg.com/img/user-avatar/2fe601f24144bad9c62a5327dc06408b~300x300.image	7343907166400577588
电子宠物	角色	geekris1	0	0	https://www.coze.cn/store/bot/7343905324052512768		https://p3-flow-product-sign.byteimg.com/tos-cn-i-13w3uml6bg/25c1b32f26ee4ba98c773cb88c5e5224~tplv-13w3uml6bg-resize:128:128.image?rk3s=2e2596fd&x-expires=1712496032&x-signature=0Elk2mHcGdMLZfpBRCyqHBcTReU%3D	https://p9-passport.byteacctimg.com/img/mosaic-legacy/3791/5035712059~300x300.image	7343905324052512768
